Customer Number;Customer Name;Age;Gender;Country;Type of Commercial;Direction of Commercial;Time on Website (Min);Items Bought on Website
609;Donald Hudson;19;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;1.23;0
610;Victor Scott;55;Kvinna;Danmark;Helsidereklam;Husbil-Budget;4.14;1
611;Robert Gray;49;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.24;0
612;Daniel Perez;41;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;1.24;0
613;Wesley Smith;66;Man;Sverige;Helsidereklam;Husbil-Familj;2.67;1
614;Stephanie Smith;44;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.25;0
615;Brittany Norton;24;Man;Norge;Helsidereklam;Husbil-Lyx;5.12;2
616;John Hanna;51;Man;Sverige;Sidebarreklam;Husbil-Budget;8.77;1
617;Molly Craig;28;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.75;0
618;Stacy Lane;59;Man;Sverige;Sidebarreklam;Husbil-Budget;8.75;1
619;Austin Fields;60;Man;England;Sidebarreklam;Husbil-Lyx;8.74;1
620;Alexandria Allen;75;Kvinna;England;Sidebarreklam;Husbil-Budget;8.72;1
621;Patrick Weber;20;Man;England;Popuppreklam med musik;Husbil-Familj;1.28;0
622;Alison Walker;64;Kvinna;Tyskland;Helsidereklam;Husbil-Budget;8.43;2
623;Anna Barajas;38;Man;Sverige;Helsidereklam;Husbil-Budget;7.01;1
624;Larry Reeves;43;Kvinna;England;Sidebarreklam;Husbil-Sport;8.72;1
625;Alyssa Potts;47;Man;Sverige;Sidebarreklam;Husbil-Familj;8.72;2
626;Kelly Mckinney;74;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;8.72;1
627;Shannon Allison;48;Man;Norge;Sidebarreklam;Husbil-Familj;8.72;4
628;Robert Martinez;44;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.28;0
629;Maria Chavez;68;Man;Danmark;Popuppreklam med musik;Husbil-Familj;1.29;0
630;Lynn West;72;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.29;0
631;Nancy Craig;19;Man;Sverige;Helsidereklam;Husbil-Lyx;4.27;2
632;Jennifer Brown;75;Man;Norge;Helsidereklam;Husbil-Sport;2.05;3
633;Laura Ball;49;Kvinna;Norge;Sidebarreklam;Husbil-Familj;8.72;2
634;Heather Allen;72;Man;Tyskland;Sidebarreklam;Husbil-Budget;8.72;0
635;Michael Lawrence;61;Kvinna;Tyskland;Helsidereklam;Husbil-Familj;7.86;1
636;Glen Grant;24;Man;Tyskland;Helsidereklam;Husbil-Budget;5.18;0
637;Connie Estes;33;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.29;0
638;Larry Carroll;25;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;1.29;0
639;Emily Walker;51;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.31;0
640;Sarah Davis;31;Man;Sverige;Sidebarreklam;Husbil-Sport;8.72;3
641;Ricardo Johnson;61;Man;Norge;Helsidereklam;Husbil-Lyx;8.27;3
642;Gregory Jones;47;Man;Sverige;Helsidereklam;Husbil-Budget;4.01;1
643;Nicholas Miller;54;Kvinna;England;Sidebarreklam;Husbil-Budget;8.71;2
644;Cheryl Robinson;19;Kvinna;England;Sidebarreklam;Husbil-Familj;8.69;3
645;Jacob Garcia;21;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.68;1
646;Thomas Livingston;36;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;8.67;1
647;Jeffery Black;42;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.32;0
648;David Thomas;27;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;1.32;0
649;Angela Spencer;74;Kvinna;Norge;Helsidereklam;Husbil-Familj;2.12;2
650;Sandra Serrano;19;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;8.67;0
651;Benjamin Deleon;30;Man;Danmark;Popuppreklam med musik;Husbil-Familj;1.33;0
652;Mrs. Jasmine Kim;23;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.67;2
653;Ryan Soto;28;Man;Sverige;Sidebarreklam;Husbil-Sport;8.65;2
654;Brianna Garrett;40;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.33;0
655;Stephanie Chapman;80;Man;Sverige;Sidebarreklam;Husbil-Familj;8.65;0
656;Samantha Callahan;25;Man;Sverige;Sidebarreklam;Husbil-Budget;8.63;1
657;Julie Warner;42;Kvinna;Tyskland;Helsidereklam;Husbil-Budget;5.35;1
658;Steven Murphy;77;Man;Norge;Helsidereklam;Husbil-Lyx;6.98;2
659;Daniel Parrish;50;Man;England;Helsidereklam;Husbil-Lyx;3.08;1
660;Michael Hughes;56;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;1.33;0
661;Matthew Kim;72;Kvinna;Norge;Sidebarreklam;Husbil-Familj;8.63;2
662;Nicole Elliott;76;Man;England;Sidebarreklam;Husbil-Familj;8.63;1
663;Michael Hansen;72;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;8.62;1
664;Amber Brown;75;Man;Sverige;Popuppreklam med musik;Husbil-Sport;1.35;0
665;Patricia Holloway;49;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;8.62;0
666;Christopher Rose;60;Man;Sverige;Helsidereklam;Husbil-Sport;6.39;2
667;Tanya Perez;45;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.36;0
668;Jared Hernandez;41;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.37;0
669;Kristen Walsh;48;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.37;0
670;James Jones;53;Man;Sverige;Popuppreklam med musik;Husbil-Sport;1.38;0
671;Kim Edwards;78;Man;England;Helsidereklam;Husbil-Familj;4.04;1
672;Christopher Bowman;60;Man;Sverige;Helsidereklam;Husbil-Sport;3.75;0
673;Lee Wagner;51;Man;Sverige;Sidebarreklam;Husbil-Familj;8.61;2
674;Kevin Robbins;21;Man;Sverige;Helsidereklam;Husbil-Familj;4.62;1
675;Kevin Jackson;63;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.38;0
676;Michael Hopkins;45;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.39;0
677;Mallory Underwood;78;Man;Sverige;Helsidereklam;Husbil-Budget;3.72;0
678;Mathew Reid;56;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.42;0
679;James Hernandez;31;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.6;0
680;Joseph Schneider;36;Man;Danmark;Popuppreklam med musik;Husbil-Familj;1.42;0
681;Henry Ortega;39;Man;Tyskland;Helsidereklam;Husbil-Sport;4.25;1
682;Casey Smith;30;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.43;0
683;Bonnie Weaver;28;Kvinna;Tyskland;Helsidereklam;Husbil-Budget;8.08;0
684;Parker Carpenter;40;Man;Norge;Sidebarreklam;Husbil-Familj;8.6;0
685;Barbara Schmidt;25;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;1.44;0
686;Katherine Taylor;73;Man;Norge;Popuppreklam med musik;Husbil-Budget;1.45;0
687;James Perez;36;Man;Sverige;Sidebarreklam;Husbil-Budget;8.57;2
688;Kaylee Spears;51;Man;England;Sidebarreklam;Husbil-Sport;8.56;0
689;Tammy Franklin;74;Man;Danmark;Popuppreklam med musik;Husbil-Lyx;1.45;0
690;Ashley Nguyen;74;Kvinna;Danmark;Helsidereklam;Husbil-Familj;3.77;0
691;Emily Lee;41;Man;Norge;Helsidereklam;Husbil-Familj;8.42;0
692;Julia Cox;46;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;2.47;0
693;Cindy Rose;74;Man;Danmark;Sidebarreklam;Husbil-Lyx;8.55;1
694;Kathleen Hernandez;74;Kvinna;Norge;Helsidereklam;Husbil-Budget;6.83;2
695;Elizabeth Villarreal;54;Man;Norge;Popuppreklam med musik;Husbil-Sport;1.46;0
696;Isaiah Williams;60;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;1.48;0
697;Michael Contreras;36;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;8.52;0
698;Carrie Smith;22;Man;Norge;Popuppreklam med musik;Husbil-Familj;1.48;0
699;Brandon Peters;76;Man;Tyskland;Sidebarreklam;Husbil-Budget;8.51;0
700;Paul Bowers;73;Man;Sverige;Sidebarreklam;Husbil-Familj;8.5;0
701;Paul Yoder MD;64;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;6.24;0
702;Mrs. Stephanie Vega MD;77;Man;Tyskland;Popuppreklam med musik;Husbil-Budget;1.48;0
703;Heather Pitts;45;Kvinna;Danmark;Helsidereklam;Husbil-Familj;2.04;1
704;Scott Hayes;52;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;1.49;0
705;David Hammond;62;Man;England;Popuppreklam med musik;Husbil-Lyx;1.51;0
706;Paige Jenkins;37;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.51;3
707;Madison Davis;73;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;8.48;1
708;Shannon Dunn;25;Man;England;Popuppreklam med musik;Husbil-Sport;1.52;2
709;Samuel Chang;53;Kvinna;Sverige;Helsidereklam;Husbil-Familj;5.59;1
710;Michael Gilmore;79;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.43;1
711;Emily Gross;43;Man;Norge;Sidebarreklam;Husbil-Sport;8.43;2
712;Teresa Dixon;71;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.52;2
713;Rachel Walker;47;Man;Norge;Helsidereklam;Husbil-Sport;6.21;0
714;Christina Thompson;26;Man;England;Helsidereklam;Husbil-Lyx;2.17;2
715;Stephanie Hill;54;Man;Norge;Sidebarreklam;Husbil-Familj;8.41;0
716;Stacy Collins;48;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;1.56;2
717;George Hernandez;56;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;1.56;2
718;Mary Rodriguez;53;Man;Norge;Popuppreklam med musik;Husbil-Familj;1.56;2
719;Jose Armstrong;66;Man;Norge;Popuppreklam med musik;Husbil-Budget;1.57;0
720;Lisa Wagner;30;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;1.58;1
721;Peter Hopkins;63;Man;Danmark;Popuppreklam med musik;Husbil-Lyx;1.59;3
722;Micheal Fox;70;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;1.59;0
723;Elizabeth Simon;74;Man;England;Sidebarreklam;Husbil-Lyx;8.4;1
724;Vincent Hansen;43;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.59;3
725;Kristy Savage;79;Man;Norge;Helsidereklam;Husbil-Budget;4.38;1
726;Mario Griffith;50;Kvinna;England;Helsidereklam;Husbil-Lyx;3.57;1
727;Danielle Holmes;47;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.6;2
728;Alexandra Mckinney;78;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;8.4;0
729;Joseph Lopez;55;Kvinna;Sverige;Popuppreklam med musik;Husbil-Familj;1.61;2
730;Jessica Maldonado;28;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;1.61;1
731;Cheryl Aguirre;46;Kvinna;Sverige;Sidebarreklam;Husbil-Budget;8.39;1
732;Ashley Weaver;35;Man;Norge;Popuppreklam med musik;Husbil-Sport;1.62;0
733;Erika Farrell;75;Man;Norge;Popuppreklam med musik;Husbil-Budget;1.62;0
734;Joseph Shaw;21;Kvinna;Danmark;Helsidereklam;Husbil-Budget;8.17;1
735;Ronald Massey;63;Man;Sverige;Sidebarreklam;Husbil-Familj;8.39;0
736;Dale Higgins;41;Man;Sverige;Sidebarreklam;Husbil-Sport;8.37;2
737;Linda Torres;61;Man;Sverige;Sidebarreklam;Husbil-Familj;8.37;1
738;Tammy Mcdonald;25;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.37;2
739;Jenna Foster;43;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.63;2
740;Dylan Bell;56;Man;Norge;Helsidereklam;Husbil-Lyx;4.63;1
741;Cole Wilkins;48;Man;Sverige;Helsidereklam;Husbil-Lyx;6.39;0
742;Christopher Lyons;34;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.63;2
743;Lawrence Lewis;71;Man;Tyskland;Helsidereklam;Husbil-Sport;4.69;0
744;Luke Rhodes;68;Man;Norge;Popuppreklam med musik;Husbil-Familj;1.63;1
745;Stacy Robbins;35;Kvinna;Norge;Helsidereklam;Husbil-Sport;3.65;2
746;Julie Green;35;Man;Sverige;Helsidereklam;Husbil-Sport;3.04;3
747;Deborah Holt;72;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;1.64;1
748;Martin Vaughan;46;Man;Norge;Helsidereklam;Husbil-Budget;5.39;1
749;Becky Brock;49;Man;Norge;Popuppreklam med musik;Husbil-Budget;1.64;0
750;Caroline Conner;60;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;8.37;2
751;Anna Miller;46;Man;Sverige;Helsidereklam;Husbil-Lyx;8.14;0
752;Thomas Harris;40;Man;England;Helsidereklam;Husbil-Budget;3.6;0
753;Carmen Williams;71;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.65;1
754;John Moore;69;Man;Sverige;Helsidereklam;Husbil-Lyx;5.54;3
755;Sara Young;27;Man;Norge;Popuppreklam med musik;Husbil-Sport;1.66;1
756;Chad Brown;80;Man;Norge;Helsidereklam;Husbil-Familj;2.54;1
757;Anthony Bishop;52;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.67;0
758;John Neal Jr.;61;Kvinna;Norge;Helsidereklam;Husbil-Lyx;7.32;1
759;Kenneth Martinez;29;Man;Norge;Popuppreklam med musik;Husbil-Budget;1.67;1
760;Micheal Long;20;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;8.36;0
761;Alvin Huffman;50;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;8.36;1
762;Glen Douglas;37;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;8.35;2
763;Maureen Davis;66;Man;Norge;Helsidereklam;Husbil-Sport;4.73;2
764;Eddie Riggs;24;Man;Norge;Sidebarreklam;Husbil-Lyx;8.34;3
765;George Proctor;43;Kvinna;Norge;Helsidereklam;Husbil-Sport;3.97;1
766;Sarah Nelson;77;Man;Sverige;Sidebarreklam;Husbil-Budget;8.32;0
767;Karla Cole;77;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;1.67;0
768;Leah Yang;79;Man;Sverige;Helsidereklam;Husbil-Lyx;3.94;1
769;Kevin Lee;52;Kvinna;Sverige;Sidebarreklam;Husbil-Budget;8.32;2
770;Mark Brewer;69;Kvinna;Sverige;Helsidereklam;Husbil-Familj;6.4;0
771;Danielle Thompson;19;Man;Sverige;Sidebarreklam;Husbil-Budget;8.31;1
772;Catherine Ellis;51;Kvinna;Norge;Popuppreklam med musik;Husbil-Lyx;1.68;3
773;Tommy Allen;68;Kvinna;Danmark;Helsidereklam;Husbil-Sport;4.34;1
774;Mary Jackson;54;Man;Sverige;Helsidereklam;Husbil-Familj;4.08;1
775;Robert Burke;24;Man;Norge;Sidebarreklam;Husbil-Sport;8.31;1
776;Alexis Diaz;58;Man;Sverige;Helsidereklam;Husbil-Sport;6.75;2
777;Julie Rodriguez;59;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.29;3
778;Tina Wilson;47;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;1.68;4
779;Catherine Lopez DDS;51;Man;Sverige;Sidebarreklam;Husbil-Budget;8.28;3
780;Melissa Brown;30;Kvinna;Norge;Sidebarreklam;Husbil-Budget;8.28;1
781;Natalie Edwards;38;Man;Sverige;Sidebarreklam;Husbil-Budget;8.28;1
782;Kenneth Lynn;20;Man;Danmark;Popuppreklam med musik;Husbil-Familj;1.69;0
783;Daniel Neal;25;Kvinna;Sverige;Sidebarreklam;Husbil-Budget;8.27;2
784;Hailey Joseph;69;Man;Sverige;Popuppreklam med musik;Husbil-Sport;1.7;2
785;Heather Bennett;51;Kvinna;Danmark;Helsidereklam;Husbil-Sport;6.92;0
786;Megan Barton;45;Man;Norge;Helsidereklam;Husbil-Budget;2.36;1
787;Holly Ortiz;25;Man;Sverige;Popuppreklam med musik;Husbil-Sport;1.7;0
788;Joshua Hood;45;Man;Sverige;Sidebarreklam;Husbil-Budget;8.26;2
789;Katherine Martin;53;Man;Norge;Sidebarreklam;Husbil-Sport;8.26;3
790;April Pacheco;62;Man;England;Popuppreklam med musik;Husbil-Budget;1.7;0
791;Mitchell Mitchell;58;Kvinna;England;Sidebarreklam;Husbil-Familj;8.25;3
792;Christine Hughes;49;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.72;2
793;Dwayne Ellis;44;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;8.25;2
794;Jennifer Powell MD;27;Man;Sverige;Helsidereklam;Husbil-Sport;4.98;1
795;Catherine Wilson;48;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.72;1
796;Corey Montes;44;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.73;1
797;Joseph Davis;43;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;1.74;0
798;Albert Riley;34;Man;Norge;Helsidereklam;Husbil-Budget;7.39;4
799;Courtney Adams MD;32;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;8.25;3
800;Daniel Mcdonald;73;Kvinna;Sverige;Helsidereklam;Husbil-Budget;6.98;0
801;Amber Campbell;56;Man;Norge;Popuppreklam med musik;Husbil-Sport;1.74;2
802;Tonya Smith;47;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.75;2
803;Dustin Bell PhD;29;Man;Norge;Helsidereklam;Husbil-Lyx;3.39;0
804;Rickey Clark;77;Man;Norge;Helsidereklam;Husbil-Lyx;6.38;4
805;Rachel Chapman;24;Man;Danmark;Popuppreklam med musik;Husbil-Budget;1.75;0
806;Jacqueline Hernandez;72;Man;Sverige;Helsidereklam;Husbil-Lyx;5.12;1
807;Michelle Copeland;22;Man;Norge;Sidebarreklam;Husbil-Lyx;8.22;2
808;Anthony Harrington;49;Man;Sverige;Helsidereklam;Husbil-Lyx;7.61;1
809;Jacqueline Benton;39;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.75;0
810;Jeffrey Booth;49;Man;Sverige;Helsidereklam;Husbil-Sport;4.03;0
811;Michelle Lee;22;Man;Norge;Helsidereklam;Husbil-Budget;8.01;0
812;Erin Nicholson;76;Man;Sverige;Helsidereklam;Husbil-Lyx;3.93;1
813;Jessica Stark;59;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.75;3
814;Heidi Coleman;54;Kvinna;Norge;Sidebarreklam;Husbil-Familj;8.22;3
815;Michael Sutton;50;Man;Tyskland;Helsidereklam;Husbil-Sport;4;1
816;Frank Graves;25;Man;Danmark;Popuppreklam med musik;Husbil-Sport;1.76;0
817;Mr. Eric Clark;73;Man;Danmark;Popuppreklam med musik;Husbil-Lyx;1.76;2
818;Kristin Campbell;61;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.77;3
819;Annette Flores;37;Man;Norge;Helsidereklam;Husbil-Lyx;2.85;1
820;Anthony Gordon;43;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.77;2
821;Danielle Bray;21;Kvinna;Danmark;Helsidereklam;Husbil-Sport;3.7;0
822;Jennifer Guzman;55;Man;Tyskland;Popuppreklam med musik;Husbil-Budget;1.78;1
823;Amanda Stone;67;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.78;0
824;Terry Hayes;75;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.81;1
825;Laura Robinson;61;Man;Tyskland;Sidebarreklam;Husbil-Budget;8.22;2
826;Jennifer Rhodes;35;Kvinna;Norge;Sidebarreklam;Husbil-Sport;8.21;1
827;Kenneth Gill;69;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.81;3
828;Jacob Blackburn;51;Man;Danmark;Sidebarreklam;Husbil-Familj;8.2;1
829;Miguel Cruz;23;Man;Norge;Helsidereklam;Husbil-Lyx;6.13;1
830;Kevin Gomez;73;Man;Sverige;Helsidereklam;Husbil-Sport;7.32;1
831;Stephanie Williams;33;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.82;5
832;Alisha Garrett;57;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;8.19;1
833;Robert Donaldson;75;Man;Sverige;Sidebarreklam;Husbil-Sport;8.19;0
834;Matthew Andrade;69;Kvinna;Danmark;Helsidereklam;Husbil-Budget;7.28;2
835;Gary Butler;54;Man;Sverige;Helsidereklam;Husbil-Familj;4.99;1
836;Christopher Bentley;23;Man;Sverige;Helsidereklam;Husbil-Lyx;2.16;1
837;Patrick Brewer;67;Man;Sverige;Helsidereklam;Husbil-Sport;5.9;3
838;Sonya Case;26;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.18;1
839;Jacqueline Wise;66;Man;Sverige;Helsidereklam;Husbil-Lyx;2.83;1
840;William Baker;27;Man;Sverige;Sidebarreklam;Husbil-Budget;8.18;1
841;Richard Price;71;Man;Sverige;Helsidereklam;Husbil-Familj;2.8;0
842;Desiree Wong;32;Man;Tyskland;Helsidereklam;Husbil-Budget;5.74;3
843;Sharon Hudson;65;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;1.83;2
844;Paula Brown;54;Man;Sverige;Helsidereklam;Husbil-Lyx;3.99;0
845;Christina Brown;77;Man;Danmark;Popuppreklam med musik;Husbil-Familj;1.84;0
846;Mrs. Caroline Burke;50;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.85;0
847;Kenneth Ashley;43;Man;Sverige;Popuppreklam med musik;Husbil-Sport;1.86;2
848;Katie Knight;38;Kvinna;Norge;Popuppreklam med musik;Husbil-Lyx;1.88;1
849;Christina Anderson;37;Kvinna;Danmark;Helsidereklam;Husbil-Familj;5.04;2
850;Brooke Snyder;30;Kvinna;Norge;Popuppreklam med musik;Husbil-Lyx;1.9;1
851;David Murphy;61;Man;Sverige;Helsidereklam;Husbil-Sport;6.17;2
852;Angela Simpson;57;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.9;1
853;Debra Small;62;Kvinna;Norge;Sidebarreklam;Husbil-Familj;8.17;1
854;Alicia Bowman;79;Man;Tyskland;Helsidereklam;Husbil-Sport;3.55;0
855;Monica Davis;66;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Budget;1.9;0
856;Michael Cruz;71;Man;Sverige;Sidebarreklam;Husbil-Familj;8.17;1
857;Ryan Brown;80;Man;Sverige;Sidebarreklam;Husbil-Budget;8.16;1
858;Nancy Wiley;43;Man;Danmark;Sidebarreklam;Husbil-Familj;8.15;1
859;Caroline Davis;29;Man;Sverige;Helsidereklam;Husbil-Sport;3.35;4
860;Jennifer Colon;70;Man;Danmark;Sidebarreklam;Husbil-Sport;8.15;2
861;Debra Spencer;54;Man;Norge;Popuppreklam med musik;Husbil-Budget;1.9;1
862;Bruce Griffith;25;Man;Sverige;Helsidereklam;Husbil-Familj;6.14;2
863;Jessica Hernandez;21;Man;Norge;Helsidereklam;Husbil-Lyx;4.17;2
864;Pamela Payne;30;Man;Sverige;Sidebarreklam;Husbil-Lyx;8.14;1
865;Dr. Michelle Mathis;50;Man;Sverige;Helsidereklam;Husbil-Sport;5.6;1
866;Amber Stevenson;49;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;8.13;1
867;Andrew Price;74;Kvinna;Tyskland;Sidebarreklam;Husbil-Lyx;8.13;2
868;Chad Bailey;41;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;1.92;1
869;Samantha Hanson;42;Kvinna;Norge;Sidebarreklam;Husbil-Familj;8.08;4
870;Jason Smith;47;Man;Sverige;Popuppreklam med musik;Husbil-Familj;1.93;0
871;Terri Cook;64;Man;Sverige;Sidebarreklam;Husbil-Sport;8.07;2
872;Kristen Morris DDS;73;Man;Danmark;Popuppreklam med musik;Husbil-Budget;1.93;1
873;Whitney Perez;66;Man;Sverige;Helsidereklam;Husbil-Sport;3.47;1
874;Christina Smith;77;Kvinna;Norge;Sidebarreklam;Husbil-Sport;8.05;0
875;Anna Williams;40;Man;Sverige;Sidebarreklam;Husbil-Budget;8.04;2
876;Jaime Jacobs;39;Man;Norge;Helsidereklam;Husbil-Sport;4.09;4
877;Lisa Lewis;55;Kvinna;England;Popuppreklam med musik;Husbil-Budget;1.94;2
878;Sheila Mcintosh;50;Kvinna;Sverige;Helsidereklam;Husbil-Sport;5.65;2
879;Kathryn Burke;42;Man;Norge;Helsidereklam;Husbil-Sport;4.6;1
880;Jennifer Willis;60;Man;Tyskland;Sidebarreklam;Husbil-Sport;8.03;0
881;Kathryn King;78;Kvinna;Tyskland;Helsidereklam;Husbil-Sport;7.76;1
882;Tina Russell;33;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;8.02;3
883;Regina Jackson;69;Kvinna;Danmark;Helsidereklam;Husbil-Budget;6.16;2
884;Cody Wade;54;Man;Sverige;Sidebarreklam;Husbil-Sport;8.02;1
885;Andrew Bradley;67;Kvinna;Danmark;Helsidereklam;Husbil-Familj;7.41;1
886;Nichole Jackson;78;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;1.95;0
887;Sonya Johnson MD;69;Kvinna;Sverige;Sidebarreklam;Husbil-Lyx;8.02;2
888;Kim Benitez;20;Man;Sverige;Helsidereklam;Husbil-Familj;2.72;1
889;Juan Hernandez;37;Man;Sverige;Sidebarreklam;Husbil-Sport;8.02;2
890;William Boone;30;Man;Danmark;Popuppreklam med musik;Husbil-Budget;1.95;1
891;Trevor Mcmillan;62;Man;Sverige;Popuppreklam med musik;Husbil-Budget;1.96;1
892;Bradley Hendrix;78;Man;Norge;Popuppreklam med musik;Husbil-Lyx;1.99;1
893;Chad Fleming;35;Man;Norge;Popuppreklam med musik;Husbil-Budget;1.99;3
894;Sharon Leonard;41;Kvinna;Norge;Helsidereklam;Husbil-Lyx;4.28;2
895;Sara Solis;19;Man;Tyskland;Helsidereklam;Husbil-Budget;3.93;1
896;Jesse Davis;50;Kvinna;Sverige;Popuppreklam med musik;Husbil-Lyx;2;1
897;Erin Henderson;70;Man;Sverige;Sidebarreklam;Husbil-Budget;8.01;2
898;Abigail Jones;64;Man;Sverige;Helsidereklam;Husbil-Budget;5.52;1
899;Jennifer Hays;58;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.01;1
900;Mr. Austin Jones;75;Man;Danmark;Popuppreklam med musik;Husbil-Familj;2.01;2
901;Daniel White;52;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.02;0
902;Erin Moore;42;Man;Norge;Sidebarreklam;Husbil-Lyx;8.01;1
903;Daniel Cantrell;55;Man;England;Helsidereklam;Husbil-Lyx;6.38;1
904;Colleen Duncan;30;Kvinna;Norge;Sidebarreklam;Husbil-Familj;8.01;1
905;Cynthia Holt;52;Man;Tyskland;Popuppreklam med musik;Husbil-Familj;2.03;1
906;Ashley Beard;51;Kvinna;Sverige;Popuppreklam med musik;Husbil-Budget;2.03;1
907;Jerry Rogers;30;Man;Norge;Sidebarreklam;Husbil-Lyx;8;1
908;Renee Patel;46;Man;Sverige;Helsidereklam;Husbil-Budget;4.2;1
909;Kimberly Wilson;33;Man;Sverige;Helsidereklam;Husbil-Lyx;5.78;1
910;Louis Jacobs;61;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.04;2
911;Rachel Marquez;56;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.04;2
912;Janet Rangel;33;Kvinna;Norge;Sidebarreklam;Husbil-Familj;8;1
913;Susan Burns;77;Man;Sverige;Helsidereklam;Husbil-Budget;3.2;1
